mum,longitude,latitude
9,114.019997,22.52724135
9,114.0790711,22.55069822
1,114.0463205,22.56900591
5,114.0446674,22.52398507
3,114.0425109,22.52846779
3,114.0575276,22.52879647
1,114.0338285,22.55539156
1120,114.0586724,22.53691515
15,114.052354,22.51596879
11,114.0775973,22.5367562
9,114.0260207,22.52699092
10,114.0592484,22.55044796
334,114.0561863,22.52863624
63,114.0514929,22.56752724
12,114.0456678,22.55933375
22,114.0485681,22.56915859
4,114.02884,22.55442302
6,114.0747633,22.53609993
1,114.0243482,22.54251499
1,114.0685209,22.53711448
2,114.094708,22.54632506
2,114.0873196,22.53919616
32,114.0405361,22.55520535
6,114.0766441,22.55422774
7,114.0281103,22.52670942
8,114.0575436,22.5307823
1,114.02636,22.52862848
27,114.027367,22.52357835
4,114.0210017,22.52731195
13,114.0968266,22.54106716
1,114.0379519,22.52090207
3,114.0770876,22.54096204
36,114.0774265,22.53310145
7,114.0366856,22.52074717
3,114.0574302,22.52425679
2,114.0284988,22.52331251
49,114.0617671,22.53094465
8,114.0454045,22.52375513
2,114.0559897,22.52998229
1,114.0267865,22.52796092
3,114.0372944,22.55985647
10,114.0752087,22.53383262
19,114.0468434,22.52144096
3,114.0240977,22.52711874
2,114.085509,22.54194561
1,114.0256902,22.52879991
2,114.0984238,22.56805428
1147,114.0822958,22.5453351
2,114.0372184,22.52290195
223,114.0788663,22.54965754
9,114.0376863,22.53109745
3,114.0648534,22.54013043
4,114.0942349,22.55634128
2,114.0664698,22.54092446
5,114.0657313,22.54159509
7,114.053156,22.52651321
2,114.0577577,22.53009441
21,113.9999784,22.53659317
1,114.0229287,22.52658342
1,114.0383005,22.52250895
42,114.0369808,22.52061486
545,114.0333636,22.54865694
1,114.0854846,22.54045461
3,114.0864931,22.53832005
6,114.0374185,22.55850756
1,114.0547793,22.53079722
6,114.0367078,22.56110169
1,114.0601865,22.5653604
8,114.0423811,22.52533898
1,114.0266898,22.52810624
3,114.0585539,22.52525523
10,114.0361067,22.54619334
19,114.056881,22.5178959
117,114.0810725,22.54285331
8,114.0647987,22.54159735
4,114.0205306,22.52975329
149,114.0940445,22.56380874
10,114.0267604,22.52418238
13,114.0414875,22.53024435
9,114.0768371,22.53236517
2,114.035909,22.52023179
23,114.0891064,22.53944527
8,114.0271429,22.5237033
7,114.057589,22.52666184
29,114.0463771,22.5244638
5,114.0791485,22.53243696
4,114.0805293,22.53430469
10,114.0272047,22.52352874
7,114.0163939,22.55899283
5,114.047586,22.51578673
2,114.0744666,22.53554168
8,114.0275849,22.52775941
1,114.0796808,22.54177471
5,114.0228543,22.52888608
8,114.0253653,22.52960898
1,114.0366441,22.56156277
2,114.0574626,22.5255854
9,114.0411689,22.55158888
300,114.0211431,22.53807842
8,114.0379271,22.56827566
3,114.0462737,22.52166113
24,114.036608,22.52549012
17,114.036637,22.56758883
2,114.0402325,22.52510818
6,114.056716,22.53106657
1,114.0753593,22.53730616
6,114.0790774,22.53395403
14,114.0371854,22.56737437
8,114.0699173,22.57270617
4,114.0744385,22.53573541
19,114.0640267,22.53939844
146,114.0951834,22.56045861
2,114.0768123,22.5349404
8,114.076584,22.53703958
4,114.025566,22.52904682
1,114.0195487,22.52768897
2,114.0964611,22.5411127
1,114.0268453,22.52839432
1,114.040737,22.517396
20,114.0635412,22.55066043
12,114.0642957,22.53944471
5,114.0653186,22.54031327
1,114.0684442,22.57248124
4,114.079383,22.532666
1,114.0206206,22.52755588
39,114.065569,22.54835728
1,114.0460573,22.52271075
2,114.0431951,22.56007481
165,114.0737431,22.53883788
1,114.0560304,22.52652932
4,114.0006566,22.53839871
10,114.0360219,22.56068213
2,114.0964008,22.54194482
1,114.0685744,22.57073869
20,114.0177892,22.55735108
5,114.0691832,22.57236033
120,114.035321,22.52418756
2,114.0352075,22.561146
1,114.0977985,22.56254921
15,114.0204897,22.53030844
16,114.0332558,22.51983546
46,114.0181361,22.55648073
9,114.0369455,22.56036808
8,114.0382074,22.52231824
32,114.024436,22.52750238
2,114.038499,22.55180525
17,114.0718892,22.54702582
58,114.021449,22.53405062
1,114.0412348,22.52698861
2,114.05815,22.52157568
1,114.0377957,22.52120271
2,114.0543627,22.52470555
1,114.0353173,22.55344947
40,114.0392918,22.52079998
14,114.0615067,22.52519034
18,114.064919,22.54129863
3,114.0224717,22.52814796
28,114.0911464,22.56541989
14,114.064413,22.53933956
11,114.0294448,22.52670775
6,114.0576701,22.53021737
6,114.024921,22.52920863
7,114.0376732,22.51929984
5,114.0295319,22.54553645
10,114.0379423,22.5639134
8,114.0462016,22.52338738
22,114.0452111,22.52326511
2,114.04615,22.52285395
1,114.0110082,22.54200823
12,114.0797121,22.53522733
5,114.0642213,22.57055882
16,114.087825,22.53845816
16,114.0277607,22.52349755
8,114.0646258,22.53864273
3,114.0502214,22.56890259
1,114.0763383,22.54135469
8,114.0915563,22.56694286
25,114.0513007,22.5169894
13,114.0968497,22.54049008
3,114.0124751,22.54568388
4,114.0467288,22.52388184
20,114.0801161,22.53441384
2,114.0310276,22.52031884
1,114.039646,22.53326161
7,114.0475337,22.51157857
9,114.0120808,22.54178815
12,114.0821558,22.54012485
110,114.0557226,22.51808692
17,114.0927244,22.53874988
6,114.0760235,22.53301188
8,114.055485,22.50968712
4,114.0848705,22.53361954
4,114.0272459,22.52832045
8,114.0285126,22.52691324
2,114.0753764,22.5340422
4,114.0640358,22.54989075
3,114.0050565,22.53827374
1,114.0635224,22.5239173
5,114.0118031,22.54035421
5,114.0248788,22.53019472
3,114.0416297,22.52819981
23,114.033688,22.52032852
1,114.0286209,22.5250701
60,114.065535,22.53848905
5,114.0741377,22.53826233
5,114.052165,22.51652516
5,114.0164033,22.54438288
419,114.0393297,22.55379572
7,114.01327,22.55842545
460,114.016833,22.53733963
4,114.0756021,22.53785098
9,114.0518777,22.56347288
107,114.0861467,22.5481487
2,114.0812251,22.53235922
5,114.0224863,22.52831979
4,114.0550635,22.52671158
7,114.0610242,22.53247578
10,114.0201357,22.52761133
16,114.0275611,22.53163912
1,114.0218316,22.55469939
19,114.0825571,22.54174288
15,114.057832,22.51803493
4,114.0239234,22.52714671
2,114.0964944,22.56355191
17,114.0524924,22.56826305
4,114.027996,22.52378555
32,114.0362781,22.56371268
5,114.0246026,22.52766866
14,114.0803506,22.53436648
2,114.0360343,22.5200498
12,114.0642929,22.54057346
2,114.0543293,22.52528607
4,114.0304798,22.57235669
2,114.0216959,22.52736346
5,114.07687,22.53663096
1,114.0864437,22.53562464
5,114.056857,22.52462688
59,114.0613571,22.56360291
4,114.0279453,22.52319808
14,114.0506315,22.56755869
2,114.0500815,22.53888182
2,114.0511843,22.56825639
3,114.0378185,22.52160191
10,114.0275896,22.52648143
4,114.0317546,22.52212206
22,114.0923122,22.56430677
11,114.0339901,22.51972818
20,114.0705234,22.54684428
100,114.0825661,22.54889617
213,114.0597923,22.54901843
2,114.0507479,22.56834129
5,114.095956,22.54218722
1,114.0294407,22.52606397
5,114.0409684,22.5253089
7,114.0378118,22.5592478
3,114.0566369,22.52494655
28,114.0604737,22.57038795
1,114.0776224,22.56209288
17,114.0288133,22.5265378
1,114.0349645,22.55603271
1,114.0576896,22.52008299
4,114.023287,22.52826689
31,114.0654024,22.5406422
1,114.0359328,22.56118835
74,114.0872484,22.5407775
7,114.022119,22.52826613
15,114.095205,22.56081473
1,114.0225252,22.5636539
9,114.0670629,22.5493314
4,114.0007066,22.53814084
1,114.0380341,22.5216005
5,114.0401867,22.52857919
8,114.0434634,22.52659325
7,114.0464835,22.56260413
1,114.0916469,22.54797961
16,114.0745147,22.5304294
6,114.0912048,22.56208538
10,114.0824484,22.53935077
5,114.0486744,22.56147391
3,114.0143591,22.54687864
6,114.0965823,22.54109796
17,114.0439088,22.51751042
3,114.0929297,22.55258059
1,114.0768216,22.53343957
44,114.0725811,22.52495348
1,114.0526754,22.56754111
7,114.0903457,22.53863955
53,114.0004778,22.53937376
8,114.0442167,22.51813374
14,114.0246534,22.56803204
4,114.0363387,22.5613823
22,114.092182,22.55200661
6,114.0328059,22.52030566
2,114.0476156,22.56814316
5,114.0387258,22.52204228
30,114.0784645,22.53783072
9,114.0800473,22.53428195
5,114.0732838,22.53729547
32,114.0582067,22.56796843
35,114.0328081,22.5231633
35,114.0302112,22.56399257
3,114.0555418,22.52268843
12,114.0948914,22.54124422
1803,114.0803868,22.54735964
16,114.0594519,22.51912514
6,114.0743264,22.53852147
7,114.0464435,22.50669807
1,114.0100358,22.54449331
2,114.0669657,22.55231844
7,114.0363761,22.52178195
1,114.0374109,22.52134943
10,114.0301876,22.55345244
90,114.0860145,22.55641718
6,114.0957115,22.5457041
3,114.0375831,22.52262473
2,114.0267266,22.52832289
3,114.0773241,22.53590506
4,114.0575909,22.52990031
1,114.0370972,22.52077243
4,114.0731172,22.53673719
5,114.0517805,22.56845706
9,114.0358759,22.56084276
6,114.0960939,22.53869977
7,113.9937518,22.55069129
75,114.0841934,22.55071986
61,114.0281207,22.52509232
9,114.0650771,22.53974665
5,114.0336954,22.51954302
5,114.0802399,22.53502379
6,114.0249593,22.52481405
2,114.0565005,22.52979289
1,114.0658062,22.54029275
4,114.0413662,22.52855936
6,114.038537,22.56443338
35,114.0373113,22.52184538
17,114.054606,22.52537396
11,114.0356651,22.52743169
5,114.0839757,22.5386808
2,114.0767091,22.53491067
86,114.0656305,22.55398153
10,114.0373338,22.5667366
9,114.0471063,22.52374234
1,114.0769689,22.56021446
12,114.093999,22.55692707
1,114.0529672,22.52682744
20,114.0798259,22.55315071
27,114.0986803,22.55543841
1,114.0245122,22.52793265
419,114.0853065,22.55530731
12,114.029657,22.52914118
2,114.092048,22.56269063
33,114.0655703,22.54133678
15,114.0384625,22.52252388
1,114.0527202,22.57582945
120,114.0936099,22.56742025
6,114.08097,22.55526472
19,114.0517463,22.56917372
1,114.0447363,22.56790248
20,114.0872606,22.54026643
1,114.0460439,22.56051725
13,114.0616568,22.53388831
22,114.0713609,22.57022041
12,114.0881074,22.54052651
9,114.0433548,22.52656307
276,114.0546147,22.56686824
5,114.0560732,22.52525112
2,114.0250529,22.53030487
6,114.0293015,22.52722107
10,114.0566612,22.52213936
39,114.0943059,22.55387908
5,114.0367682,22.56042646
2,114.0572565,22.52675386
4,114.0548033,22.52472829
7,114.0740842,22.53480879
2,114.0569435,22.52252974
7,114.0326754,22.51942712
1,114.0748737,22.53862349
7,114.0440746,22.52598265
2,114.0206764,22.53033847
47,114.0884918,22.54274128
46,114.0413096,22.5568005
21,114.037321,22.55895111
12,114.0255309,22.5574231
13,114.0432567,22.56870979
3,114.097205,22.56393152
22,114.0490244,22.52879728
9,114.079247,22.53429492
3,114.0448969,22.52278182
15,114.0411905,22.5295194
50,114.0476325,22.52621274
1,114.0199022,22.52875837
2,114.0701145,22.54645987
12,114.0919917,22.55389726
2,114.0566791,22.52241492
19,114.0961936,22.54563733
1,114.0760674,22.53352595
2,113.9995832,22.54887863
3,114.0374895,22.52148731
6,114.058501,22.52172697
3,114.0657492,22.54007258
32,114.0256619,22.52432113
15,114.0697487,22.53824185
6,114.0747091,22.53535574
2,114.0917736,22.54494289
57,114.0550508,22.50894225
5,114.0534368,22.52694351
565,114.0470692,22.52516593
8,114.0644809,22.54018351
5,114.0787326,22.56023258
8,114.0371141,22.56067726
105,114.0869045,22.56217072
250,114.0799301,22.54946495
10,114.0750335,22.53361545
11,114.0369738,22.5666644
1,114.0443149,22.52261739
133,114.0596589,22.52130422
2,114.0581539,22.52196719
5,114.0558311,22.52446259
2,114.0595696,22.56777759
3,114.0553709,22.52675028
102,114.0615798,22.52267035
5,114.0372489,22.56448483
3,114.0380254,22.54560591
6,114.0261669,22.52508061
1,114.0539856,22.52778641
3,114.0449835,22.52382857
17,114.0805146,22.54629988
1,114.0757488,22.55291305
1,114.0397937,22.52501516
2,114.0850955,22.54146771
23,114.041246,22.52902062
3,114.0784575,22.53555285
56,114.0375312,22.52697393
8,114.06565,22.54092647
7,114.0742189,22.53471151
1,114.0376621,22.52251562
2,114.0750737,22.53392376
2,114.0394341,22.57397239
24,114.0941148,22.54051445
2,114.0977158,22.56445932
6,114.0204225,22.53943526
11,114.0258365,22.52416511
7,114.0376618,22.55937267
2,114.0365204,22.5204018
2,114.0864393,22.53592095
2,114.0509229,22.56894049
161,114.0477529,22.52148119
8,114.0254322,22.52901731
9,114.0401015,22.55026239
1,114.0191704,22.52838728
5,114.0198523,22.52773833
5,114.063921,22.53082907
19,114.0534641,22.57361065
751,114.0853144,22.54285775
33,114.0607258,22.53040772
5,114.0450295,22.523718
2,114.0272819,22.52395864
11,114.0794575,22.55226712
68,114.0842096,22.54987934
2,114.0367874,22.52035439
25,114.082172,22.53934521
283,114.0836272,22.55291502
242,114.0719752,22.54452935
2,114.0280806,22.52702095
15,114.0416208,22.52887739
4,114.0662857,22.5393196
2,114.0298072,22.56933017
6,114.0574008,22.52931913
4,114.0787437,22.53670783
13,114.0216149,22.52717017
3,114.0116821,22.56753292
4,114.0565479,22.53071375
1,114.0516278,22.56905095
8,114.0218906,22.52615437
1,114.0064926,22.54328042
3,114.0456639,22.52260846
153,114.0465968,22.5279713
6,114.0767626,22.53295199
20,114.0021576,22.55540193
381,114.0813268,22.53561747
12,114.0367214,22.53120615
3,114.0763725,22.53272108
25,114.0362226,22.5610973
1,114.0252253,22.53033845
19,114.0879398,22.54263308
5,114.0417896,22.52961992
3,114.0367682,22.56005095
1,114.0376038,22.56794289
15,114.0663714,22.55230113
105,114.0051621,22.55058546
625,114.0425288,22.5268996
9,114.0583296,22.52163162
52,114.0179335,22.55369357
1,114.0450894,22.52242293
662,114.0883562,22.54681389
5,114.0759728,22.56086983
1,114.0763505,22.53982772
4,114.0571646,22.52266409
9,114.0241597,22.52733141
3,114.0359355,22.55502056
37,114.0244315,22.55518963
8,114.0281724,22.52441954
4,114.0411,22.52395769
3,114.0426681,22.52777132
4,114.0690867,22.5373925
29,114.0142417,22.55801433
5,114.0825535,22.54249135
29,114.0459818,22.53894021
22,114.0859266,22.54260371
9,114.044818,22.52206312
440,114.077845,22.54673333
8,114.0887931,22.54946458
6,114.0686101,22.53696894
7,114.0185416,22.53078001
1,114.0693062,22.5375065
5,114.0272552,22.52801422
6,114.0210538,22.53399049
2,114.0149851,22.52947963
259,114.0411886,22.53307307
11,114.0335749,22.52002893
131,114.041809,22.55607538
3,114.030861,22.52021334
14,114.0442829,22.52213873
3,114.0750267,22.5354778
12,114.0262423,22.52383229
10,114.041507,22.52784486
3,114.0383762,22.52243051
2,114.0827115,22.53544072
4,114.07597,22.55937171
50,114.0375324,22.54940073
7,114.0394332,22.5454422
9,113.9925379,22.53243414
5,114.0575057,22.53003283
1,114.0368062,22.52081619
60,114.0467259,22.51100654
1,114.0505172,22.56882868
1,114.0781147,22.53644
1,114.0524871,22.57408214
8,114.0483652,22.5116113
9,114.031957,22.5214585
9,114.0193063,22.52955316
9,114.0376059,22.56415196
22,114.0569371,22.5250355
11,114.0794297,22.53312419
42,114.0844946,22.54255435
5,114.0274906,22.52688611
4,114.0647623,22.53931453
111,114.0918891,22.5593496
3,114.0762438,22.5330196
3,114.0795796,22.53391529
4,114.0574454,22.52347009
8,114.0554737,22.52702962
9,114.0501081,22.56849909
1,114.0322694,22.55211831
5,114.056915,22.53026465
1,114.0348007,22.55224514
3,114.0442342,22.56819723
22,114.0401609,22.56763715
4,114.0571829,22.5248846
1,114.0207319,22.53026996
27,114.0013793,22.54778071
6,114.0577908,22.52488696
7,114.0646492,22.5396771
4,114.0671624,22.54115313
15,114.0657063,22.54142003
23,114.0633398,22.55485007
4,114.0534911,22.52749986
1,114.0776188,22.54066182
4,114.0461771,22.52167271
360,114.0265092,22.53531893
4,114.0966792,22.54093507
1,114.074433,22.5362516
1,114.0552313,22.52671302
1,114.0754903,22.535753
11,114.0743964,22.53771962
201,114.0679415,22.52294245
18,114.0793414,22.56193591
1,114.0701627,22.52206972
170,114.0416033,22.53431164
79,114.0451667,22.51548831
4,114.0957859,22.54162303
4,114.0310385,22.56376594
7,114.0382063,22.57411654
1,114.0550392,22.52694419
62,114.0375125,22.56618463
1,114.0371967,22.57746466
8,114.0166228,22.55692856
3,114.0284183,22.52450695
1,114.0340194,22.54248345
3,114.0582543,22.52200009
15,114.0435988,22.56889295
4,114.07355,22.52976353
14,114.0524572,22.566154
70,114.0416509,22.57462361
19,114.0907344,22.54093252
541,114.0586439,22.54497386
2,114.0687657,22.52728203
1,114.0657238,22.53881901
1,114.0457308,22.5199408
20,114.0479409,22.51452167
2,114.0284021,22.52343666
32,114.0540687,22.51677264
2,114.0549274,22.57746141
6,114.0352732,22.52152025
1,114.0531403,22.57886051
3,114.0274966,22.52791105
1,114.0952666,22.56218425
4,114.0954488,22.54170772
16,114.0364421,22.54246744
1,114.0578388,22.53040429
5,114.0544037,22.52455434
192,114.0635286,22.57158267
2,114.0730836,22.53025249
4,114.0772622,22.56073945
3,114.0734074,22.53770929
139,114.0358674,22.52967332
3,114.0566826,22.52230414
9,114.0925028,22.54030285
2,114.0755637,22.53570112
3,114.0739938,22.53573086
141,114.0144077,22.53995028
44,114.0859354,22.54471512
16,114.0388247,22.56685359
19,114.0428823,22.52575889
3,114.01927,22.52833156
6,114.0528261,22.52757572
10,114.0266063,22.52360856
16,114.0662598,22.53044532
2,114.0280867,22.52480014
13,114.0187325,22.53107847
163,114.052807,22.57355917
1,114.018949,22.55329484
17,114.0758817,22.53669924
5,114.0784099,22.5616135
6,114.0788745,22.53617202
1,114.0363018,22.52087479
8,114.0420725,22.52867864
67,114.0490422,22.52740141
4,114.0233613,22.52537903
130,114.0175142,22.52997907
314,114.0779996,22.54000228
3,114.0354325,22.52091747
8,114.0466759,22.53376497
2,114.0283139,22.52336296
7,114.0353229,22.56181437
3,114.0267038,22.527811
9,114.0776293,22.56063732
5,114.0238832,22.52739221
20,114.0329014,22.52095019
8,114.0655254,22.5386108
2,114.027782,22.52515734
2,114.0765421,22.53770933
2,114.0467975,22.5228197
8,114.058309,22.52122808
4,114.0438544,22.52774688
3,114.0586905,22.52147355
9,114.014727,22.54575649
4,114.0449117,22.52352502
1,114.0970298,22.55079982
10,114.0671921,22.54091104
1,114.0782513,22.56106671
9,114.079566,22.53464074
9,114.006681,22.55089805
1,114.0877012,22.54021271
75,114.0591792,22.57085338
8,114.0768219,22.56122434
1,114.0982687,22.54180139
2,114.0130112,22.54563242
1,114.0512427,22.5698203
12,114.096234,22.54038877
1,114.0579227,22.52137643
2,114.0567591,22.52544515
6,114.0127072,22.54496794
5,114.0114248,22.54685687
266,114.058509,22.55083927
18,114.0657497,22.53857188
11,114.0323348,22.52213046
7,114.0247811,22.53025852
2,114.0868726,22.54271451
12,114.0471023,22.5294056
15,114.0373976,22.52218511
7,114.0434567,22.5688528
56,114.0406655,22.56978717
10,114.0509515,22.5675529
1,114.0456204,22.52749452
11,114.0797882,22.53439162
4,114.037448,22.56788035
7,114.088622,22.55350122
3,114.0519282,22.51615729
4,114.0792615,22.55714994
3,114.0651569,22.54036953
1,114.0881577,22.55512752
35,114.0786465,22.55365897
20,114.0665174,22.54652393
4,114.057924,22.52176494
14,114.0440963,22.52741353
3,114.0273484,22.52492151
7,114.0646587,22.54975946
6,114.0234278,22.52806782
1,114.037535,22.52141843
8,114.0492018,22.56963684
5,114.0668385,22.53930371
2,114.0195834,22.52969003
10,114.0285691,22.52558982
11,114.0768085,22.54121264
25,114.0485536,22.51518389
5,114.0576945,22.52846659
3,114.0310466,22.54501522
5,114.0374205,22.52285074
20,114.0378013,22.56375812
8,114.089671,22.54647269
15,114.0565239,22.52480368
13,114.0786125,22.53551073
3,114.0130992,22.55280118
6,114.0648101,22.53990052
1,114.031572,22.52123884
10,114.0670346,22.53697448
20,114.0779795,22.55298733
4,114.0407199,22.52410482
5,114.0447837,22.56200838
10,114.0405994,22.55732985
93,114.049029,22.56668648
6,114.0495757,22.51016931
4,114.0247859,22.53009936
4,114.0580014,22.52819528
1,114.0889435,22.55036426
12,114.0430397,22.52560304
4,114.0274603,22.52534242
13,114.0463923,22.57019291
6,114.050928,22.56950006
2,114.0231087,22.52563968
28,114.0594435,22.57392928
8,114.0953958,22.54082397
7,114.049412,22.52142069
4,114.0189715,22.53729044
10,114.0754681,22.53974817
1,114.0394384,22.54518898
15,114.0668701,22.54900339
7,114.0416258,22.52597231
8,114.032881,22.52035483
4,114.0576187,22.52944638
8,114.052383,22.5641239
22,114.0643314,22.53931705
2,114.0645074,22.53949901
47,114.0821737,22.55477126
4,114.054137,22.52769341
2,114.0547531,22.53065391
5,114.0616378,22.53470828
15,114.0378635,22.5222697
7,114.0509617,22.56782039
7,114.0448442,22.52251473
238,114.03476,22.55413557
9,114.0114623,22.56578235
1,114.079433,22.53288575
2,114.0232922,22.52674749
1,114.0840198,22.53642268
4,114.0759818,22.5587698
3,114.074184,22.53594496
8,114.0743079,22.53482127
3,114.0263224,22.52439386
83,114.0711306,22.54771911
2,114.0319574,22.5584743
3,114.024986,22.52988892
95,114.0720349,22.54566796
5,114.0879197,22.53827651
6,114.066922,22.5340907
12,114.0142553,22.54039272
26,114.0261863,22.52634232
40,114.0381099,22.55893363
5,114.0408322,22.55079926
1,114.0790309,22.53295402
2,114.0791333,22.53273687
867,114.0588373,22.53603845
2,114.035346,22.56165371
9,114.0742788,22.53397866
3,114.0374699,22.56630379
17,114.0655732,22.54019931
3,114.0575259,22.52946161
3,114.0268316,22.52788907
1,114.0230955,22.52863222
5,114.0734816,22.53694169
5,114.0645085,22.53923716
2,114.0794969,22.53356176
8,114.0394177,22.52506005
24,114.042322,22.55525383
6,114.0526908,22.52712068
190,114.0783877,22.55898256
5,114.023582,22.52840354
3,114.0320487,22.52017714
1547,114.0861923,22.54854535
262,114.0184893,22.53453507
2,114.0576038,22.53090486
5,114.0460748,22.52238096
30,114.0949863,22.55273596
3,114.0215044,22.52773249
2,114.0381316,22.56465577
5,114.0332468,22.52015855
11,114.0785166,22.53578897
7,114.0877845,22.53794507
4,114.0107636,22.54085785
5,114.0718855,22.54723315
24,114.070844,22.54643216
6,114.0193454,22.52802383
3,114.0616421,22.53444774
6,114.0883025,22.53937133
1,114.0160961,22.54469755
3,114.0283439,22.52351594
9,114.0276864,22.52761559
6,114.0544068,22.52503649
1,114.0272307,22.52447664
3,114.0234277,22.52625377
1,114.055253,22.52508177
7,114.0662712,22.55154995
17,114.0306691,22.56683961
21,114.0382559,22.52139391
1,114.0347663,22.57004827
15,114.0488673,22.51719563
14,114.0325161,22.52049262
3,114.0773974,22.54096721
1,114.0850621,22.56673922
50,114.0371816,22.5211067
10,114.0374548,22.55962781
3,114.0870547,22.53990496
16,114.070375,22.54684451
1,114.0278844,22.52756714
1,114.0777523,22.53707904
2,114.0934184,22.55616417
3,114.0877712,22.53982834
4,114.0559944,22.51669187
12,114.0501218,22.56943916
5,114.0570934,22.53044894
11,114.0475048,22.56696731
3,114.0369227,22.55025448
2,114.0751115,22.53423835
6,114.0685312,22.53774181
16,114.064576,22.54129307
2,114.0270357,22.52730245
16,114.0556786,22.53108588
6,114.0270796,22.5272332
46,114.0601079,22.56835999
14,114.0434928,22.52871187
30,114.0401107,22.57411335
23,114.0983995,22.56387027
3,114.0360354,22.56142146
7,114.0209937,22.52709367
20,114.0370635,22.56718292
94,114.036378,22.52968233
5,114.0439476,22.56178748
1,114.0671773,22.53436064
3,114.0389581,22.55829773
2,114.0827936,22.55533369
24,114.0426257,22.52987253
13,114.0884979,22.54566216
16,114.0749437,22.53350569
131,114.0726393,22.53718149
9,114.0658274,22.53984846
10,114.0560875,22.53059669
4,114.0579262,22.57669833
6,114.0373054,22.55060665
7,114.0337233,22.51983343
5,114.0290806,22.52636643
21,114.0979071,22.55724476
14,114.0491708,22.56803654
3,114.0464088,22.52301694
5,114.0448315,22.56841137
1,114.0362099,22.56043146
18,114.0689601,22.57002785
1,114.0387794,22.55886349
31,114.0534258,22.52721997
10,114.0195831,22.52931739
29,114.0426492,22.52554655
3,114.0283772,22.52327949
8,114.0579905,22.53074137
2,114.0211092,22.52747536
1,114.0834768,22.55712115
1073,114.0848822,22.54874393
10,114.0777455,22.53670914
1,114.0418963,22.55328735
2,114.0955565,22.54204629
9,114.0099593,22.54356468
24,114.0410844,22.54617404
1,114.0574669,22.53026265
9,114.0253254,22.52894674
1,114.0416778,22.52766885
62,114.0396578,22.56572884
2,114.0384897,22.52140649
6,114.0783204,22.53596067
3,114.0404539,22.53437041
8,114.0847117,22.53643431
7,114.0546623,22.52441
7,114.0479104,22.53036215
14,114.078693,22.55646313
13,114.0884276,22.54860136
19,114.0423216,22.52570124
5,114.0553275,22.52554891
13,114.0499406,22.56951448
19,114.0533145,22.57583604
10,114.0794363,22.53437662
2,114.0920655,22.55284779
5,114.0469376,22.52168623
21,114.0404405,22.55859536
2,114.0543024,22.53072386
1,114.0250077,22.52926175
49,114.0189513,22.5361168
18,114.0674212,22.53749144
15,114.0384129,22.52209774
1,114.0229828,22.52582099
3,114.0692386,22.53714789
9,114.0452619,22.52440589
1,114.0461845,22.56091228
2,114.0469831,22.51562002
86,114.0395296,22.57007781
10,114.0395504,22.52946847
139,114.0323371,22.55549992
1,114.0450592,22.52433856
1,114.0776033,22.5360361
24,114.0883149,22.54628853
3,114.0226389,22.52736336
7,114.056465,22.53038534
3,114.0578404,22.52346075
1,114.0848659,22.56605254
32,114.0415967,22.52749264
2,114.0730459,22.53750662
155,114.0503141,22.54582232
43,114.0638927,22.52944169
9,114.0448491,22.52400054
8,114.0337699,22.56529857
2,114.0280453,22.52534558
18,114.0587911,22.52465889
10,114.0645484,22.53910832
13,114.0365766,22.52010288
4,114.0747063,22.53892959
10,114.0425965,22.54005021
3,114.0568082,22.52263745
9,114.0471918,22.51945119
11,114.0939456,22.53876876
10,114.0971397,22.5635998
20,114.0037033,22.53913988
3,114.0669203,22.55389209
13,114.0244767,22.5563192
1,114.0425373,22.5164686
3,114.0739007,22.53837111
2,114.0575961,22.52474914
12,114.0229306,22.52808376
4,114.0274587,22.52552232
12,114.0660324,22.5393623
20,114.0794809,22.53404804
26,114.0367623,22.5565049
11,114.0393215,22.55857756
44,114.0263871,22.56252865
8,114.0467477,22.52432142
62,114.0636836,22.54398881
3,114.0443602,22.52678216
2,114.0399412,22.52503527
5,114.0779037,22.53650359
89,114.0577178,22.52796135
3,114.026225,22.52431771
5,114.0419643,22.55834939
4,114.0242685,22.52766887
1,114.0075369,22.53878126
20,114.0757382,22.53773494
4,114.0250971,22.52971791
2,114.0431359,22.55490758
14,114.074068,22.5378777
3,114.0183476,22.55933726
16,114.079316,22.53474572
5,114.0574444,22.5217311
11,114.0316559,22.52191263
4,114.0508445,22.56755571
5,114.055217,22.53043304
61,114.0490295,22.51189927
3,114.0059832,22.54062376
5,114.0384631,22.5216938
102,114.0714302,22.54486681
15,114.0642224,22.53924811
24,114.065868,22.54946992
10,114.0324385,22.51975376
17,114.0654348,22.53936792
8,114.0202448,22.52813248
3,114.0323448,22.5201307
2,114.0116453,22.54611362
13,114.050099,22.56796283
3,114.0562711,22.52644738
16,114.0875882,22.55662471
1,114.0422882,22.52016157
5,114.042604,22.56847473
6,114.034151,22.56160627
2,114.0519921,22.56378698
5,114.0462761,22.52276931
21,114.0352129,22.54666772
13,114.021287,22.52669875
2,114.0370383,22.51802751
13,114.067946,22.57179925
10,114.0830167,22.54661258
9,114.0480429,22.56143329
7,114.0639369,22.54119938
8,114.0273643,22.52506522
202,114.0615294,22.56295256
7,114.0584969,22.52160476
3,114.074849,22.53643063
2,114.0228226,22.52737994
14,114.0352712,22.54636907
54,114.0476192,22.5329807
19,114.0382443,22.54442842
14,114.0954309,22.54138526
19,114.0335994,22.52118045
14,114.0454221,22.56819319
10,114.0378538,22.55913277
