mum,longitude,latitude
3,114.0272244,22.52868497
20,114.0373687,22.54671418
8,114.0454349,22.52482601
19,114.0809382,22.55324257
10,114.0493809,22.56952196
3,114.0752735,22.5356908
1,114.0282756,22.52404335
31,114.0778016,22.55265376
6,114.0235686,22.52567452
2,114.0734699,22.53565175
20,114.0444292,22.52698147
7,114.0656133,22.5386454
68,114.0529831,22.53639195
1,114.0249947,22.56891347
2,114.043225,22.525918
220,114.055242,22.56983047
21,114.0370001,22.55996128
3,114.0277144,22.52368246
2,114.0830101,22.54624737
6,114.0973117,22.55316657
10,114.0491869,22.56877783
9,114.0395146,22.56663363
9,114.055691,22.52669525
4,114.0354668,22.56160506
33,114.0845741,22.55035529
4,114.0472515,22.56118649
3,114.0252837,22.52925056
1,114.0665361,22.54161468
23,114.0766851,22.53477058
1,114.0848903,22.53929177
3,114.0378648,22.55846623
9,114.0990189,22.53874411
4,114.0743968,22.53595476
3,114.0769132,22.5348795
2,114.0281299,22.52688542
8,114.0490645,22.56696134
3,114.0503303,22.56876706
31,114.0459372,22.52437692
32,114.0706685,22.54705486
5,114.0768357,22.55873671
6,114.0573611,22.52201736
51,114.0445476,22.56579605
2,114.0573652,22.52544636
4,114.0375176,22.54728299
1,114.0274405,22.525098
4,114.0385003,22.52123879
7,114.036721,22.571999
39,114.0439633,22.52573999
1,114.0575609,22.52397833
11,114.0505605,22.5693005
1,114.0264546,22.54465868
14,114.0873142,22.53984887
42,114.0709932,22.54621407
1,114.0801744,22.56205359
8,114.0427733,22.56234196
1,114.00956,22.5676156
1,114.0578066,22.53074036
17,114.0845628,22.55089853
5,114.0349277,22.52080815
12,114.09634,22.54112818
3,114.0343618,22.51939533
8,114.0447991,22.56171257
5,114.0769056,22.54251268
1,114.0355192,22.56021004
5,114.0858661,22.5360839
18,114.0148073,22.54046078
3,114.0216745,22.52846761
9,114.064669,22.54960691
97,114.0337767,22.56130554
20,114.0931675,22.56182471
12,114.0387357,22.55498159
132,114.0958139,22.54397099
2,114.0111782,22.54150853
4,114.0889352,22.53878356
3,114.0463055,22.56878152
28,114.0640923,22.54946962
6,114.0524621,22.56587619
1,114.0497442,22.56963822
1,114.0964337,22.54169631
2,114.0779665,22.53547845
10,114.0089944,22.54348642
22,114.0708357,22.54705612
7,114.0797263,22.53426493
16,114.0511323,22.57088179
1,114.0459584,22.5237148
95,114.0666443,22.53796511
11,114.0853425,22.54089717
1,114.0304342,22.57207924
11,114.0731646,22.52491514
21,114.0491609,22.57139171
